video_id,clean_text,final_label
Rp5VnXnWMLk,بارك الله فيك وأكثر الله من امثالك,positive
Rp5VnXnWMLk,اول مرة اتابع شرحك ومايضبط معاي المشكلة بطريقة الحصول ع المجاني ياليت فيها شرح أكثر منضبط معاي الموقع,negative
Rp5VnXnWMLk,أقترح أن يكون عنوان ماقدمته هو الذكاء الاصطناعي من وجهة نظر الغباء الطبيعي إحدى مظاهر التخلّف الحضاري هي اللف والدوران والحشو بالكلام ما يقوله المتذاكون المصريون في ثلاثة مجلدات، يشرحه غيرهم في ثلاث كلمات وأخيرًا أتساءل ما علاقة كلمة للبالغين في عنوانك السخيف؟ ما هي صفتك العلمية؟ لقد سئمنا من المسترزقين المتطفلين على علوم لم يبتكروها,negative
Rp5VnXnWMLk,جزاك الله كل خير على هذا الشرح والعلم النافع بارك الله فيك,positive
Rp5VnXnWMLk,شرح ممتاز جزاك الله خير,positive
Rp5VnXnWMLk,وفقك الله دوما،، هل ممكن تنزل درس عن السيره الذاتيه،، يعني هل ممكن انزل للجي بي تي السيره الذاتيه وهو يصلحها يعدلها ويطلعها,neutral
Rp5VnXnWMLk,ربنا يبارك فيك وفي مجهودك يجزيك عليه خير الجزاء كل الشكر والتحية ليك يا أستاذ محمد,positive
Rp5VnXnWMLk,الله عمل واضح ورائع بس مشكلة المصريين لا يمكن تنحل الكلام الكثير الزائد بدون فايده ومضيعه وقت زمن الفيديو بنفس الشرح لا يتجاوز ٢٠ دقيقه,negative
Rp5VnXnWMLk,اشكرك سؤال شات جي بي تي لما يضع كتابة على الصور بالعربي يعكسها او يخطيء كثيرا في الإملاء فماهو الحل ؟,neutral
Rp5VnXnWMLk,جزاكم الله كل خير المواضيع التي تختارها غاية في الاهمية والنفع لنا وايضا اسلوب الشرح ممتاز وفقكم الله,positive
Rp5VnXnWMLk,شكراً جزيلا أستاذ محمد,positive
Rp5VnXnWMLk,شرح موفق ما شاء الله,neutral
Rp5VnXnWMLk,أخونا الغالى الأستاذ محمد حامد عندى مشكلة فى فيديو سابق على قناتك الموقرة وأستعين بالله ثم بكم لأجد لها حلا المشكلة بخصوص موقع بعد ماخلصت النموزج وجدته بيكتب عربى بالمقلوب حاولت أنزل أكروبات لقيته مدفوع نزلت شات جى بى تى أدوبى وجدته يملأ حقل وعندما أنتقل للحقل الذى يليه يمسح السابق أرجو منك المساعدة وجزاك الله خيرا,negative
Rp5VnXnWMLk,الذكاء الاصطناعي وتطوير التعليم والتعلم اشتركوا في قناتى ليصلكم كل جديد,negative
Rp5VnXnWMLk,موقع رائع وشرح أكثر من رائع جزاكم الله خيرا,positive
Rp5VnXnWMLk,رائع أستاذ حامد جزاك الله خيرا,positive
Rp5VnXnWMLk,لو سمحت أستاذي هل فيه فيديو كيف نصمم صور بأسلوب واقعي احترافي؟ وما هو البرنامج الأقوى في توليد الصور؟,neutral
Rp5VnXnWMLk,بارك الله فيك المبدع دوما والباحث عن الجديد لرواد القناة الأستاذ محمد حامد,positive
Rp5VnXnWMLk,شكرًا لك، عزيزي المحترم، على المحتوى القيم والمفيد الذي تقدمه نحن نقدّر جهودك ونثمن عاليًا ما تبذله من إبداع يساهم في إثراء التجربة التعليمية والثقافية عملك هذا محل تقدير كبير، ونسأل الله أن يوفقك دائمًا لما فيه الخير والفائدة للجميع,positive
Rp5VnXnWMLk,عندي سؤال يا استاذ محمد لقد قمت باستدعائ صديق وحصلت على استعمال ولكن مكان تفعيل الصور والتحليلات لا يشتغل فهل يجب استدعاء اكثر من صديق لتفعيلها,neutral
Rp5VnXnWMLk,درس تافه درس في الذكاء الاسطناعي,negative
Rp5VnXnWMLk,يظهر في أسفل الفيديو اللي أنت مسجله كلمة أي أنك مشترك بحساب مدفوع جربت تفعيل خيارات ضمن الحساب المجاني لكنه لا يعطيني صلاحية حتى أشترك في المدفوع يرجى الشرح مع الشكر,neutral
Rp5VnXnWMLk,نت متميز وشرح وافي بارك الله في جهودك وعلمك,positive
Rp5VnXnWMLk,بارك الله فيك وفي عملك يا أستاذ محمد,positive
Rp5VnXnWMLk,جزاك الله خيرا، ولكن كتابه الشرح بتسبب التشتت,positive
Rp5VnXnWMLk,ابدااااااااااااع انت متميز وشرح وافي بارك الله في جهودك وعلمك ونفع بك ان شاءالله,positive
Rp5VnXnWMLk,حاولت كثيرا في نسخ اللينك ودعوة الاصدقاء ولكن للاسف لا يضيف لي النقاط وبفضل الله بعد ٦ ساعات محاولات وصلت للطريقة لازم تنزل إضافة المتصفح وتعمل خروج منها ودخول مره واثنين علشان يسمع الرصيد الاضافي في حسابك وبدون توضيح الطريقة دي يادكتور شرحك مش هيجيب مشاهدات لان الناس بتبحث عن المنصات المجانيه,neutral
Rp5VnXnWMLk,بارك الله بكم سؤال الايميلات بتاعتك كلها باسمك لانه عندي ايميلات غوغل باسمي كلها ممكن ادعو نفسي عن طريق ايميلاتي وجزاكم الله خيرا,positive
Rp5VnXnWMLk,الله يبارك لك بس سؤال هو الصوت متغير,positive
Rp5VnXnWMLk,شكرالك على الشرح الممتاز,positive
Rp5VnXnWMLk,جزاك الله خيرا يا أستاذ صدقة جارية إن شاءالله,positive
